,capHir1,SC,criGri1,chiLan1,PPEMM,oryAfe1,MM,HPGPNRMPCCSOT,CCO,ECFCMAOLPPEMM,HPGPNRMPC,HPGPNRMPCCSOTSJMCMMRHCCOOOSVCTOPBOCECFCMAOLPPEMMESC,camFer1,VCTOPBOC,lepWed1,macFas5,oviAri3,HPGPNRMPCCSO,TO,TOPBOC,papAnu2,mesAur1,AOL,loxAfr3,JMCMMR,ECFCMAOL,panHod1,otoGar3,dasNov3,LETCEO,CE,MAOL,OL,PBOC,bosTau8,pteVam1,rn6,odoRosDiv1,ochPri3,LE,FCMAOL,HCCO,HPGPNRMPCCSOTSJMCMMRHCCOOOSVCTOPBOCECFCMAOLPPEMMESCLETCEOD,chlSab2,CM,musFur1,ESC,susScr3,eriEur2,vicPac2,hg38,pteAle1,myoDav1,HPGP,RM,ponAbe2,SVCTOPBOCECFCMAOLPPEMM,SJMCMMRHCCOOO,RMP,CO,panTro4,cerSim1,triMan1,OO,conCri1,myoLuc2,LET,speTri2,cavPor3,gorGor3,BOC,HPG,MCMMR,CS,echTel2,felCat8,oryCun2,VC,HP,MR,equCab2,eptFus1,HPGPN,canFam3,sorAra2,hetGla2,nomLeu3,octDeg1,rheMac3,RMPC,HPGPNRMPCCS,turTru2,saiBol1,SVCTOPBOC,EMM,OC,SJMCMMR,MCM,LETCE,calJac3,SJMCMMRHCCO,eleEdw1,SVCTOPBOCECFCMAOLPPEMMESC,mm10,chrAsi1,jacJac1,CMAOL,ailMel1,LETCEOD,orcOrc1,EC,PP,HPGPNRMPCCSOTSJMCMMRHCCOOO,micOch1,tupChi1,y
chr18:35992205_35992306_-,0.33453906,0.46660033,0.39687952,0.72940105,0.5251069,0.15562013,0.6028667,0.47382167,0.7136745,0.5237065,0.75590765,0.47986662,0.28125745,0.48057565,0.35712212,0.7803892,0.33453906,0.47746409999999995,0.482242,0.48057565,0.75590765,0.02172357,0.41953100000000004,0.27935824,0.6244171,0.5237065,0.33453906,0.589061,0.48660976,0.24942103,0.36979374,0.41953100000000004,0.35712212,0.33453906,0.3981192,0.25465566,0.01621024,0.35712212,0.12543637,0.26112154,0.41105467,0.7108089,0.384268,0.62357163,0.025110878,0.44979830000000004,0.46428305,0.42809898,0.40736273,0.43247196,0.6308868000000001,0.25465566,0.6028667,0.68655246,0.7549262,0.6866492,0.5237065,0.4050033,0.75590765,0.7216741999999999,0.6308868000000001,0.5952639,0.20330389,0.5028596,0.52514654,0.6190882,0.24247287,0.31049484,0.7420504,0.6855177,0.33453906,0.6855177,0.014604411000000001,0.75079733,0.15052494,0.4112800999999999,0.530145,0.40676686,0.6308868000000001,0.015310308,0.5893534,0.56195396,0.68655246,0.44510072,0.7961931,0.76146775,0.68892705,0.7308063,0.7549262,0.75590765,0.75590765,0.482242,0.7601741,0.48057565,0.52059317,0.33453906,0.24549443,0.013623891,0.24942103,0.7455238000000001,0.37926403,0.05878343,0.5237065,0.007677437,0.62432486,,0.43071133,0.42994085,0.3797895,0.482242,0.59097534,0.25465566,0.47382167,0.0182728,0.33930004,1
chr18:23605846_23605947_-,,,,,,0.053829312000000004,,,,,0.12161569,,,,,0.14669585,,,,,0.12123739,,,,,,,,,,,,,,,,,,,,,,,0.14580610000000002,,,,,,,0.10377113,,,0.11134078,0.14580610000000002,0.16259204,,,0.14580610000000002,,0.0919614,,,,,,,,,0.10377113,,0.10377113,,,,,,,0.10377113,,,,0.11134078,,,,0.28338268,,0.14580610000000002,0.14580610000000002,,,,,,,,,,,,,,,,,,,,,,,,,,0
chr12:131931245_131931346_+,,,,,,,,,,,0.0075930133,,,,,0.025494784,,0.011039763000000001,,,0.027152847,,,,,,,0.009252465999999999,,,,,,,,,,,,,,,,0.026089616,,,,,,,0.008716105,,,0.00802929,0.026027277,0.009507493,,,0.026027277,,0.008375381999999999,,,,,,,,,0.017897395,,0.008091636999999999,,0.013414477,,,,,0.008091636999999999,,,,0.00802929,,,,0.009914751,,0.02653951,0.026089616,0.010338276,,0.010757969,,,,,,,0.011130422,,,,,,,,,,,,,,,,0
chr12:91050802_91050903_-,0.3137252,0.030298517999999997,,0.014657951,0.03566519,0.044072772999999996,0.031521674,0.029826103,0.033793584,0.033853657999999995,0.03502368,0.029826103,0.021548982999999997,0.031504806,0.03621232,0.038279783,0.3137252,0.027757235,0.005546456700000001,0.031504806,0.035109986,,0.034369465,0.0390164,0.021145752,0.033853657999999995,0.3137252,0.025303053,,0.037955277,0.036547157999999996,0.034369465,0.03621232,0.04829029,0.04455429,0.05389242,0.022983108,0.03621232,0.040219806000000004,0.04812439,0.033943597,0.029811624,0.030772401,0.042764325,,0.034830900000000005,0.036148418,,0.06563713,0.023313817999999997,0.037456843999999996,0.05389242,0.033974223,0.03502368,0.038279783,0.03758679,0.033853657999999995,0.031230021,0.038279783,0.028028532999999998,0.03502368,0.032679543,0.043008678,0.033985134,0.03106188,0.032358818,0.03304957,,0.022189591,0.0374025,0.04829029,0.03502368,0.03852685,0.02369972,0.03392459,0.038001664,0.0233546,0.023313817999999997,0.03502368,0.05426266,0.04009979,0.03843596,0.03502368,0.028746297999999997,0.06467034,0.027313157999999997,0.042071505999999995,0.026700098,0.038279783,0.038279783,0.02811739,0.0053078885999999995,0.02077633,0.035355996,0.029077827999999997,0.3137252,0.028909782000000002,,0.037955277,0.025337586000000002,0.028909782000000002,0.04369988,0.03093538,0.02812572,0.039492052,0.01046396,0.034369465,0.032252483,0.025362976000000002,0.0058613503,0.037652336,0.05389242,0.029826103,,0.05130694400000001,0
chr9:65694516_65694617_+,0.11275161,0.11624581,0.06983258,0.07536608,0.11624581,,0.11912444,0.06863475,0.07183591,0.11624581,0.049565047,0.11766433,0.12558125,0.117895804,,0.049565047,0.11275161,0.06863475,0.12126068,0.12126068,,0.06983258,0.11624581,0.117565185,0.06863475,0.11624581,0.11275161,0.071563214,0.10518737,0.11766433,,0.11624581,0.13628276,0.11275161,0.11275161,,0.0751768,0.13628276,0.061383914000000005,0.11763389,0.11624581,0.07183591,0.11766433,0.04617919400000001,0.06983258,0.11624581,0.11624581,,0.13684635,0.12558125,0.08420717,0.11624581,0.11912444,0.049565047,0.049565047,0.066803746,0.11624581,0.06863475,0.049565047,0.07536608,0.04543358,0.102280095,0.09756666,0.07378054,0.072933845,0.11912444,0.11766433,0.046853103,0.07565396,,0.11275161,0.049565047,0.06983258,0.049565047,,0.12821242,0.07354531,0.12558125,0.049565047,0.0751768,0.07912949999999999,0.11912444,0.049565047,0.12821242,0.108092494,0.097260155,0.06515016400000001,0.06284386,0.049565047,0.049565047,0.049565047,,0.04532294,0.11624581,0.11912444,0.11275161,0.06863475,0.06983258,0.11766433,0.049565047,0.06863475,0.032103647,0.11624581,0.0751768,,0.062275205,0.11624581,0.11624581,0.11766433,0.12126068,0.11624581,0.11624581,0.06863475,0.07214584,0.07012902,0
chr17:50693765_50693866_-,,,,,,,,0.65907234,,0.6726598000000001,0.547942,0.6569558000000001,,0.6697283,,0.55833966,,0.67836326,,0.5097881,0.55833966,0.08908987,,,0.38024509999999995,0.6426928000000001,,0.5400334,,,,,,,,,,,,,0.63081634,,,0.5236816,0.2228101,,,0.463999,,,0.5086536,,,0.53482866,0.55833966,0.5106107,0.6712045,0.30999106,0.55833966,,0.55736303,,,,,,,,,0.56744003,,0.55736303,0.64914244,0.591252,,,,,0.55736303,,,,0.53482866,0.6788319,,,0.5340539000000001,,0.55833966,0.55833966,0.5656375,,0.5843839,0.6578731,,,0.38178837,0.21783906,,0.60199416,0.35421088,,0.6569558000000001,,,,0.63791597,,,,,,0.56457627,,,1
chr16:28932914_28933015_+,0.009180638,0.008200183,0.0061150817,0.004614895999999999,0.0048662997,0.006430256,0.0048817209999999995,0.0045383153,0.008344947,0.005008652,0.004856481,0.004782107,0.0068260034999999995,0.0060969777,0.0060340855,0.00523712,0.009180638,0.0045383153,0.0065202590000000005,0.0060969777,0.0059103575,,0.0055470234,,0.0051642023,0.0048228465,0.009189751,0.004847118,0.008388061,0.005630396,0.0059931017000000005,0.0055470234,0.005732404,0.0062103,0.007809546,0.0062029115,0.005882284000000001,0.0056668036,,0.005228708,0.0064671007,0.008745967,0.0045480584,0.005524594,0.0061150817,0.0049468195000000005,0.0050078486,0.006870116,0.0048412844,0.0068260034999999995,0.0048178686,0.006355709,0.0047987867,0.0048178686,0.00523712,0.0048178686,0.005008652,0.0045383153,0.00523712,0.0071931714,0.0048178686,0.0041191736,0.00644605,,0.006504788,,0.0058626523,0.009779138,0.017172057,0.005213795,0.0062103,0.0048178686,0.005463904,0.0044228574,0.005793774,0.007659094399999999,,0.0068260034999999995,0.0048178686,0.005874760400000001,0.0060545392,0.0047957655,0.0048178686,0.0069960165000000005,0.0066730044999999995,0.005871459,0.004896132,0.006746804,0.00523712,0.00523712,0.0045649023,0.0067724152000000004,0.0043312516,0.0068171127,0.0058238287,0.009180638,0.00500492,0.0056176065,0.005630396,0.0051902984000000004,0.0050980863000000005,0.0048348694000000005,0.005008652,0.005661317,0.0072732744999999994,0.00563305,0.006493186,0.00556479,0.0045480584,0.0065202590000000005,0.004989385,0.006268723,0.0045383153,0.006546009,0.004042326,0
chr1:245553313_245553414_+,0.0064244309999999995,0.04805686,,,0.010085915,,,0.009122547,,0.009565505,0.0088988,0.007761135,0.015625367,0.010806688,0.008668385,0.00767424,0.006188742,0.009122547,0.01348694,0.009548322,0.0073495265,,0.005714628,0.007856945,,0.009565505,0.007128424499999999,,0.0041931164,0.005392111,0.0074980054,0.0070211909999999995,0.005060399,0.0071725277,0.009997295,0.008185696,,0.005731795400000001,,0.008143517,0.008759901,,0.0051261894,0.008198061,,0.009304063000000001,0.009821672,0.004681609000000001,,0.011164157,0.0095862355,0.008769951,,0.009735387,0.0073189978,0.009534906,0.009565505,0.009789486,0.0073189978,,0.0095862355,0.015414345,0.007712309200000001,0.012907988,0.037052415,,0.00857957,0.016236106,,0.0095862355,0.007198339000000001,0.0095862355,,,,0.0065555577,0.008550239,0.014080404,0.0095862355,,0.011837163000000001,0.004827918499999999,0.0088988,,0.010590736000000002,,0.0088988,,0.0073189978,0.007868006,0.0088988,0.010236903,,0.010387167,0.0045878584,0.0063209203,0.015855448,,0.0070123198,,0.012203998999999998,,0.009565505,,0.012378385,,0.008030875,0.006273115,0.0051261894,0.021852741000000002,0.0147001725,0.008441343,0.009122547,,0.026210805,0
chrX:49590688_49590789_+,0.5048239000000001,0.14528678,,,,,,0.03855603,,0.103285566,0.029256681,0.04032533,,0.101701915,0.58910197,0.018213108000000002,0.32690606,0.039313047999999996,0.055392742,0.09916008,,,0.55000454,,,0.103285566,,,,,,0.55000454,0.58910197,0.35672697,0.7183859,,,,,,0.18295978,0.038776238,,0.023705952000000002,,0.7159198,0.08825133,,,,0.030419644,,,0.029256681,0.027092433,,0.08391124,0.03855603,0.027092433,,0.030587593,0.08519119,0.066364594,,,,,0.02251437,,,0.3712253,0.030587593,,0.05516485,,0.17357267,,,0.030587593,,0.07373666,,0.029256681,0.05486527,0.027757224,0.038792875,0.02250264,,0.06390495,0.028579900000000002,0.050824363,0.041985035,0.05031778,0.094431125,,0.41950336,0.03220923,,,0.06213888,0.042929977,,0.07733738400000001,,,,0.55966246,0.6337775999999999,,0.05976174,0.08286756,,0.03855603,,,0
chr5:137256853_137256954_-,0.020873852,,,,0.5643438000000001,0.40477058,,0.15173166,,0.6533869000000001,0.10127001,0.28873137,0.04487982,0.46695375,0.23344074,0.025668856,0.055426567999999996,0.14947449,0.41031593,0.5085288,0.07447643,,0.20647368,0.18682711,,0.6427331999999999,0.15490371,0.28931656,0.020496784,0.09016439999999999,0.07149494,0.44783354,0.23095359,0.15397164,0.039477363,0.608531,,0.25097296,,0.16459456,0.3841988,,0.34813684,0.07118674,,0.03890117,,0.29254440000000004,,0.046180937000000005,0.10854972,0.54194504,,0.12050915,0.025668856,0.108709656,0.29492638,0.15173166,0.072925024,,0.12050915,0.64638454,0.062135037000000004,,,,0.28445813,0.019867027,,0.11778796,0.051499728,0.12050915,,0.07972024400000001,,0.6024491,,0.04541886,0.12050915,,0.43822669999999997,,0.10369598,0.0070274136999999995,,,0.040203758,,0.025668856,0.072925024,0.09425312,0.3186415,0.078378074,0.21991377,,0.055964562999999995,0.019091161000000002,,0.07192895,0.1209778,0.27032470000000003,0.07222971,0.29492638,,0.04907374,,0.44783354,0.08871399,0.38075095,0.4061464,0.6455276,0.608531,0.15173166,,0.01146737,0
chr17:3605425_3605526_-,,,,,,,,,,,0.024759008,,,,,0.02888355,,,,,0.030670114,,,,,,,,,,,,,,,,,,,,,,,0.028552324,,,,,,,0.04851572,,,0.035204112999999995,0.029882517,0.021833013999999998,,,0.029882517,,0.04537877,,,,,,,,,0.054598797000000004,,0.04078589,,0.0429644,,,,,0.045502968,,,,0.03230308,,,,0.03230308,,0.027598337999999997,0.029882517,0.020616794,,0.03812539,,,,,,,0.024256982000000003,,,,,,,,,,,,,,,,0
chr13:102666921_102667022_+,,,,,,,,0.02210279,,0.010518014,0.011910071000000001,0.02210279,,,,0.01083484,,0.02210279,,,0.0108228745,,0.0070553757,0.7627918,,0.010243853,,,0.024834482,0.023788365,0.035573658,0.007697664,,,,,,,,0.7627918,0.009543074,,0.022519737,0.011477033999999999,,,0.009752392,0.0066754064,0.007441382,,0.060540535,,,0.060540535,0.01083484,0.060540535,0.010701772,0.018337121,0.0108228745,,0.06078358,0.010192805,0.7236454999999999,0.007839359,,,0.03076356,0.059410437999999996,,0.060540535,,0.060540535,,0.021981598999999998,0.028331876000000002,0.011466845,0.006920623000000001,,0.060540535,,0.009492834,,0.060540535,0.008221559,,,0.5417861999999999,,0.01083484,0.011477033999999999,0.019711075,,0.018264148,0.009751623499999999,,,0.042885654,,0.035573658,0.022803367999999997,0.04265945,,0.013002817,,,,0.007343504,0.0073390803,0.022519737,,0.010316053,,0.02210279,,0.05073361,0
chr1:44777981_44778082_+,0.027120067,0.02760087,0.044647828,0.025482252,0.032097686,0.03641846,0.016520614,0.034918156,0.035455644,0.032097686,0.043885984,0.034918156,0.04161082,0.038853413999999996,0.030278435,0.036084358,0.026354961,0.034918156,0.031818900000000004,0.038853413999999996,0.036084358,0.041967444000000007,0.029547992999999998,0.023258114,0.053093627000000004,0.032097686,0.026354961,,0.028946833999999998,0.039168835,0.030686649,0.030942665,0.030278435,0.026354961,0.026354961,,0.065907724,0.03167531,0.019926818,0.023258114,0.040438722999999996,0.036191452,0.03657075,0.043885984,0.045162942000000005,0.030281138,0.025888447000000002,0.01989115,0.020045422,0.04161082,0.043885984,0.027336463,0.01622939,0.043885984,0.036084358,0.043885984,0.032097686,0.034918156,0.036084358,0.03585466,0.043885984,0.04442518,0.0234282,0.028399484,0.011911576,0.016520614,0.023258114,0.031915028,0.03306225,0.040104814,0.026354961,0.043885984,0.053093627000000004,0.039603867,0.020550437,0.029011857000000002,0.041659813,0.04161082,0.043885984,0.05314055,0.03755207,,0.043885984,0.032147012999999995,0.01936363,0.024273437000000002,0.043885984,0.039773762000000004,0.035997037,0.043885984,0.043885984,0.031818900000000004,0.03848117,0.038853413999999996,0.016520614,0.026354961,0.037308242,0.04868138,0.032007825,0.039186835,0.043087173,,0.032097686,0.055879637999999995,0.051166553,0.06338198,0.038620863,0.030000867,0.03657075,0.031818900000000004,0.04557156,0.027336463,0.034918156,0.052818887,0.024000052,0
chr6:133302247_133302348_+,0.015221323,0.011417978,0.03413921,0.028319112999999996,0.008095626,0.00854975,,0.009619088000000001,0.019148815,0.009219801,0.010181117,0.008960962,0.005883207,0.008177299,0.014416638,0.011815853000000001,0.015221323,0.009918814,0.007180654399999999,0.007426596999999999,0.011815853000000001,0.03933717,0.014365332,0.008582881,0.031436015,0.009219801,0.011774614,0.022487492999999997,0.008030361,0.008049676,0.008049676,0.014365332,0.014769676,0.010315808499999999,0.011184442,0.013650066,0.02829956,0.015336815,,0.008843337,0.014135756999999999,0.018748095,0.008824766,0.01228067,0.031160066,,0.009760856,0.00815817,,0.0048163324,0.011771743999999999,0.013342543500000002,,0.011771743999999999,0.011815853000000001,0.010832137,0.009219801,0.012509813,0.011815853000000001,0.025868736,0.01169443,0.010461807,0.009024892,0.013417325,0.01481273,,0.008843337,0.016644298999999998,0.015566043,,0.010315808499999999,0.011771743999999999,0.031177113,0.011449468999999999,0.012352657,0.016239876,0.032531526,0.0066761784,0.011771743999999999,0.025672872000000003,0.007848441,,0.011771743999999999,0.017865814,0.018579848,0.031033857,0.010325735,0.030409199999999997,0.011815853000000001,0.011815853000000001,0.01120545,0.0071935426,0.011449468999999999,0.007863102,,0.015221323,0.021838302,0.028822822,0.008049676,0.013600527,0.014997254,0.015746487,0.009366065,0.012864873,0.008052006,0.08512863,0.014135756999999999,0.015593049,0.008824766,0.0071284855,0.009515791,0.013342543500000002,0.009619088000000001,,0.009409108000000001,0
chr2:105413365_105413466_-,,,,,,,,,,,0.096387066,,,,,0.08488037400000001,,0.037746307,,,0.07546627,,,,,,,0.018874621,,,,,,,,,,,,,,,,0.08186871,,,,,,,0.096672535,,,0.09127571400000001,0.08488037400000001,0.08860454,,,0.08488037400000001,,0.09524730000000001,,,,,,,,,0.067966,,0.09217949,,0.0750437,,,,,0.09524730000000001,,,,0.096387066,,,,0.09680237,,0.08488037400000001,0.08186871,0.077377394,,0.100108586,,,,,,,0.06512055,,,,,,,,0.015881132,,,,,,,,0
chr11:118909714_118909815_-,,0.004501187,0.0041547343,0.0030211275,0.0030307928000000003,0.0045565353,0.0031674603999999997,0.0032649859999999997,0.0031301081,0.0030945865,0.002863905,0.0030308478000000004,0.005043784,0.0035604427000000003,0.004378926,0.0031207162,,0.0035935309999999996,0.004357644,0.0034368308000000004,0.0030630615000000003,0.0037075328,0.004378926,0.0027597840000000004,0.0027295372,0.0030945865,0.00800343,0.008578978000000001,0.0022949434,0.002938072,0.0044533490000000005,0.004378926,0.004378926,0.0036343613,0.0043557202000000005,0.004169942,0.0037117202,0.0043256083,,0.0031897256,0.0035509359999999998,0.003157296,0.0028450964000000002,0.0030630615000000003,0.0034983198,0.0045141059999999995,0.0041460153,0.003411172,0.004931247299999999,0.0051514106,0.002863905,0.004169942,0.0031674603999999997,0.002863905,0.0031207162,0.002863905,0.0031201403999999997,0.0030163957,0.0030630615000000003,0.0031857542,0.0029536712,0.004179955,0.0032957364,,0.0056471624,,0.00309206,0.0036996892,0.0039996536999999995,0.003030207,0.0036343613,0.002863905,0.002916117,0.0028460596000000004,0.005772067,0.003267491,,0.0051514106,0.002863905,0.0035238484999999997,0.003787371,0.004182002,0.002863905,0.0034252505,,0.004034466,0.0030760963,0.0038323034999999997,0.0031207162,0.0030630615000000003,0.002863905,,0.0032178499,0.0035604427000000003,0.003452273,,0.0027603222999999996,0.003315426,0.0028334295000000003,0.0030055055,0.0027408337,0.0040784613,0.0034387587,0.004121903,,0.006942135,0.003992032,0.004821771,0.0028005887,0.0037887190000000003,0.0032408271999999996,0.004169942,0.0032649859999999997,0.0033752006,0.0029183046000000002,0
chr10:74002754_74002855_+,,,,,,,,,,,0.004036100999999999,,,,,0.003894926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0049441885,,,0.0039829620000000005,,,,,,,,,,,,,,,,0.005585479,,0.0049684364,,,,,,,0.0049441885,,,,0.0039829620000000005,,,,,,0.003693702,0.0036456096000000004,0.004243839,,,,,,,,,,,,,,,,,,,,,,,,,0
chr11:834454_834555_+,,,,0.0066521126,0.004789497199999999,,0.005040794,0.0037638738,0.0052234274,0.004017459,0.0052153487,0.0038672871999999997,0.004333766,0.003954468,0.0048539429999999995,0.0053634285,,0.0042392937,0.0038117478,0.0034369295,0.0054226415,,0.004353396,,0.006469534,0.0039495802,0.0038040208000000002,0.0060470030000000004,,0.0049032555,0.011820035,0.0036900064,0.004243414,0.0031853923999999997,0.0049464814,,,0.004284215,0.0041296515,,0.0041529746000000005,0.0052282093,0.0042633390000000005,0.0053634285,,,,,,0.00440322,0.0052648040000000005,0.004067908,0.0050046914000000005,0.0052648040000000005,0.0053634285,0.0055331755,0.0038523135999999998,0.00416501,0.0053634285,0.0059105842,0.0052648040000000005,0.01213796,,0.0052446024,,,,0.0066628847,0.005726081,0.0052648040000000005,0.0037160390000000004,0.0052648040000000005,,0.004340222,0.36027288,,,0.004357377,0.0052648040000000005,,0.0049218424,0.0049577286,0.0052648040000000005,0.0049349056,,0.0060646087,0.0059154327,,0.0053634285,0.0053634285,0.00484758,0.0038362334000000002,0.0045456067,0.0033829727000000004,0.0059734969999999995,,0.0052628038,,0.004397448,0.0043436186,0.004766619000000001,,0.0038296573,,,,0.0041529746000000005,0.0041373833,0.004249215,0.0042252109999999996,0.0043351883,0.004118524,0.0038922997,,0.0034434227,0
chr6:17693956_17694057_-,,,,,,,,,,,0.1936899,,,,,0.086034514,,,,,0.086034514,,,,,,,,,,,,,,,,,,,,,,,0.08499859,,,,,,,0.029016184,,,0.19819711,0.086034514,0.19819711,,,0.086034514,,0.18048051,,,,,,,,,0.18048051,,0.18048051,,,,,,,0.18048051,,,,0.20130771,,,,0.46202368,,,0.085447185,0.1936899,,,,,,,,,,,,,,,,,,,,,,,,,0
chr19:12332370_12332471_-,,,,,,,,,,,0.0046344142999999996,,,,,0.0046237498,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0046237498,,,,,,,0.0049734344,,,0.0046344142999999996,0.0046237498,0.004371245,,,0.0046237498,,0.005374726999999999,,,,,,,,,0.0053292597,,0.005328294,,0.009038054,,,,,0.005374726999999999,,,,0.0046344142999999996,,,,0.0046039703,,0.0046237498,0.0046237498,0.0049534259999999995,,0.014485128,,,,,,,0.009352793,,,,,,,,,,,,,,,,0
chr1:15636667_15636768_+,,,,,,,,,,,0.005314095400000001,,,,,0.0051845405,,,,,0.006000313,,,,,,,,,,,,,,,,,,,,,,,0.0058620716,,,,,,,0.0051003285,,,0.005253703,0.005745853299999999,0.005545963,,,0.006000313,,0.00590397,,,,,,,,,0.0055177080000000005,,0.0055177080000000005,,0.0049604867,,,,,0.0055177080000000005,,,,0.005314095400000001,,,,0.0058502484999999995,,0.0070308186,0.0058620716,0.004360949,,0.006357236,,,,,,,0.006105948000000001,,,,,,,,,,,,,,,,0
chr5:170936755_170936856_+,,,,,0.34335005,,,0.32761106,,0.34335005,0.30219355,0.511357,0.46730915,0.4430298,0.51039284,0.29991826,,0.35282698,,,0.33433628,,0.08130422,,,0.23335889,,,,,,0.08130422,0.12405497,,,,,0.15657437,,,0.09674173,0.25665218,,0.34092167,,0.278922,,0.18263271,,0.17215975,0.06823258,0.16919295,,0.094802104,0.29991826,0.08729293,0.27526394,0.43041512,0.34092167,,0.10209649,0.37056547,,,,,,,,0.10209649,,0.10209649,,0.17943591,,0.19977543,,0.37536916,0.10209649,,0.4899633,,0.09996746,0.35998443,,0.13250838,0.08843444,,0.20931509999999998,0.34092167,0.27766797,,,0.43919757,,,,,,0.12500533,0.43041512,,0.17199168,,,,0.10311933,0.13891238,,,0.09536067,0.07374085,0.43041512,,0.47828466,0
chr6:28086403_28086504_+,,,,,,,,,,,0.020091029,,,,,0.026116317000000003,,,,,0.02508517,,,,,,,,,,,,,,,,,,,,,,,0.02508517,,,,,,,0.020979846,,,0.019631112,0.02508517,0.02157448,,,0.02508517,,0.020979846,,,,,,,,,0.02385058,,0.020979846,,,,,,,0.020979846,,,,0.019631112,,,,0.018681658,,0.02508517,0.02508517,0.020091029,,,,,,,,,,,,,,,,,,,,,,,,,0
chr19:18602832_18602933_-,,,,,,,,,,,0.010699641000000001,,,,,,,,,,0.009830756,,,,,,,,,,,,,,,,,,,,,,,0.009306763000000001,,,,,,,0.010699641000000001,,,0.010699641000000001,0.009726464,0.034035172,,,0.009726464,,0.010699641000000001,,,,,,,,,0.010699641000000001,,0.010699641000000001,,0.08041583,,,,,0.010699641000000001,,,,0.010699641000000001,,,,0.0346418,,0.010281122,0.00937435,0.01568419,,0.10316997,,,,,,,0.11116833,,,,,,,,,,,,,,,,0
chr19:36773609_36773710_+,,,,,,,,,,,0.04206551,,0.04974245,,0.025299521000000002,0.049005702000000005,,,,,0.049005702000000005,,,,,,,,,,,,,,,,,0.024177583,,,,,,0.047017947000000004,,,,0.1391126,,,0.044950698,0.05830518,,0.04206551,0.049005702000000005,0.04206551,,,0.049005702000000005,,0.044950698,0.090062164,,,,,,,,0.04206551,,0.04206551,,0.034242312999999996,,,,,0.044950698,,,,0.04206551,,,,0.044950698,,0.049005702000000005,0.049005702000000005,0.031158531,0.79571605,0.07893257599999999,,,,,,,0.03446296,,,,,,,,,,0.79571605,,,,,,0
chr2:55258489_55258590_-,,,,,,,,,,,0.015655842,,,,,0.012485167,,,,,0.011754887,,,,,,,,,,,,,,,,,,,,,,,0.015914967,,,,,,,0.022777626000000002,,,0.017013413999999998,0.012195741999999999,0.017164743,,,0.011754887,,0.021879075,,,,,,,,,,,0.025565926,,0.01623191,,,,,0.021879075,,,,0.016417358,,,,0.01707787,,0.01342924,0.010979939,0.0161139,,,,,,,,,0.04949494,,,,,,,,,,,,,,,,0
chr12:110478628_110478729_+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010157175,,,,,,,,,,,,,,,,,,,0.010704911999999999,,0.010704911999999999,,,,,,,0.010157175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
chr12:122204276_122204377_+,0.005789935600000001,,,,0.0033723724,0.0031391361,0.0030472104,0.0032169410999999997,,0.0038024615,0.0024865947,0.0034232077000000004,0.004324552,0.0042033033,0.0044570523,0.0028535853999999998,0.005560656999999999,0.0030395165,0.0044998624,0.0034541403999999998,0.0028248387,,0.0049277316,0.00340144,,0.0036661566999999996,0.0062340647,,,0.0026758562,,0.004718310999999999,0.004400455,0.0042980327,0.005562888,0.0050578793,,,,0.003189231,0.0040427614,,0.002849813,0.0025644016,,,,0.005901980699999999,,0.004473787700000001,0.002443424,0.0050578793,0.0030909171000000004,0.002443424,0.0026234102,0.0029245215000000004,0.0036724654,0.0039530084,0.0026234102,,0.002443424,0.004267663,0.0034185848,,,0.0031301707,0.003082105,0.004346614699999999,,,0.004516575,0.002443424,,0.0028131825,,0.0052410313,,0.0043779053,0.002443424,,,,0.0026194758,0.0034901844,,,0.0027603905,,,0.0026234102,0.0029114182,0.0046926565000000005,,0.004350611,0.0027417098,0.005104282,0.0048672003,,0.0028352824,0.0027441683,0.0041067926,,0.0037703644,,,,0.0040427614,0.005962013,0.0023718462,0.0045125573,0.0039963572999999995,0.0047496017,0.0032169410999999997,,,0
chr10:70359645_70359746_-,0.006555989,0.013116727,,,0.006040495999999999,0.0057806848,,0.0065803477,,0.006309281,0.0080571305,0.0062097237,0.008148055999999999,0.006626821,0.0060218116,,0.0061241384,0.0069132242,0.006161223,0.006474888000000001,,,0.0060218116,0.00646146,,0.005823509300000001,0.006837605500000001,,0.0039707779999999995,0.0049896765999999995,,0.006051353000000001,0.0060218116,0.006837605500000001,0.0086205015,0.005747886,,0.006635405,,0.00646146,0.0062129493,,0.005111357,0.008495615,,0.0064028413,0.0065384097,0.0059364415,,0.008416261,0.008409144,0.0062762634,,0.0080571305,,0.008089812,0.006309281,,,,0.008535286999999999,0.0050373729999999995,0.005531232,,0.01249094,,0.0049260533,,,0.007930938,0.006837605500000001,0.0080571305,,,,0.0060296883,,0.0074187145,0.0080571305,,0.0058385716,,0.0080571305,0.00595956,,,0.008055504,,,0.0083004795,0.0080571305,0.0065898530000000006,,0.006686399,,0.006837605500000001,,,0.005313326,,,,0.006309281,,,,0.006340898,0.0063715414,0.005111357,0.006337645500000001,0.0053758943000000005,0.005721782,0.0065803477,,0.00696459,0
